"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","symbol","empty_1","empty_2","empty_3","NSPC_1","NSPC_2","NSPC_3"
"WBGene00009706",95.1785954230553,-2.12659451990661,0.23231131724268,-8.99837374079925,2.29085783186334e-19,2.43220376008931e-15,"Sig","argk-1",218.210743544565,132.738073458469,165.218360289249,20.8698755086544,27.5475514404794,6.48696829691538
"WBGene00000657",1154.98835556142,-0.99431361153877,0.125130935414674,-7.94495046002227,1.94268408454138e-15,1.03127384627879e-11,"Sig","col-81",1509.54007520555,1772.79071441199,1412.00506062015,898.709014091429,638.45501573817,698.430253301223
"WBGene00007365",339.600460217407,1.35954357666388,0.188951751153954,7.17929880420552,7.00698549243674e-13,2.47977216577336e-09,"Sig","C06B3.6",174.867513662425,153.386218218675,163.688560656941,309.787214581588,542.848807797683,693.024446387127
"WBGene00000988",181.839724166018,-1.42066569658813,0.20286978265405,-6.98129279967407,2.92476025790577e-12,7.76304491454639e-09,"Sig","dhs-25",295.929638505643,294.973496574375,259.301037676182,121.958335003699,64.8177680952457,54.0580691409615
"WBGene00009048",172.930185772764,-1.41865507363701,0.20663997703349,-6.85074534353099,7.34661956782151e-12,1.55998119903122e-08,"Sig","cth-1",280.983697166974,321.521111266069,208.052749993869,104.349377543272,46.9928818690531,75.6812967973461
"WBGene00007605",295.168337176116,-1.13700354614735,0.172324836798648,-6.58941042591507,4.41576544793039e-11,7.66505372552943e-08,"Sig","hrg-7",397.562039608591,436.560774930075,432.933295943124,228.916446985553,147.460422416684,127.577043172669
"WBGene00011801",42.2770874913233,1.67195235848903,0.249233936217876,6.56934453124925,5.05372290465348e-11,7.66505372552943e-08,"Sig","T16G1.7",2.98918826773376,2.94973496574375,6.11919852923144,28.6960788243998,100.467540547631,112.4407838132
"WBGene00001476",125.975774138931,1.51575834974905,0.235069193060846,6.42617220545715,1.30857156067517e-10,1.73663803246104e-07,"Sig","fmo-1",53.8053888192077,26.5476146916938,45.8939889692358,101.088459495045,210.657746309548,317.861446548854
"WBGene00016052",112.870617298604,1.52877663157754,0.239164392159363,6.39002675238568,1.65856735473377e-10,1.95655662280094e-07,"Sig","dod-3",35.8702592128052,41.2962895204125,29.0661930138493,90.001338131072,158.803531833352,322.186092080131
"WBGene00022644",355.592244747072,-1.0458745313712,0.166095018283378,-6.29134436284613,3.14728267949334e-10,3.03770001892553e-07,"Sig","dod-19",487.237687640603,516.203619005157,485.711383257745,263.482178296762,238.205297750028,142.713302532138
"WBGene00021876",182.715636892662,1.33949596340721,0.211747256293936,6.30194210229671,2.93938975768743e-10,3.03770001892553e-07,"Sig","Y54G2A.11",92.6648362997467,66.3690367292344,89.4932784900098,161.741535192071,302.212843744083,383.812290900827
"WBGene00000722",92.2384418579799,-1.38505098915648,0.222590300664917,-6.18696679347304,6.13328783425035e-10,5.42642641135299e-07,"Sig","col-149",125.545907244818,165.18515808165,148.390564333862,52.1746887716359,40.5111050595286,21.6232276563846
"WBGene00008707",1756.23670242779,-0.726025405038363,0.117859565203866,-6.15975532330644,7.2857424901179e-10,5.5251948583987e-07,"Sig","F11E6.3",2292.7074013518,2194.60281451335,2161.60688045101,1597.84984363135,1084.07717139298,1206.57610322626
"WBGene00000609",3815.66186923515,-0.631630801671005,0.102408336385622,-6.16772944963406,6.92775445281349e-10,5.5251948583987e-07,"Sig","col-20",4631.74722085347,5172.36026243167,4226.07148425046,3408.31154400712,2774.20047447652,2681.28022939169
"WBGene00016866",76.4157260606563,1.48391116517474,0.248509655247752,6.02685162086338,1.67184356394641e-09,1.18333087456127e-06,"Sig","coel-1",23.9135061418701,14.7486748287188,16.8277959553864,41.7397510173088,141.78886770835,219.475760712304
"WBGene00001156",171.775187860716,-1.18604217792159,0.197889506016005,-5.98536152330836,2.1590974838527e-09,1.43269612412901e-06,"Sig","ech-7",248.102626221902,268.425881882681,241.708341904642,112.175580859017,54.2848807797683,105.953815516285
"WBGene00000698",5732.48647401922,-0.642266258419696,0.107948884634959,-5.94964573602479,2.68723480139408e-09,1.67825716978829e-06,"Sig","col-124",7102.31132413542,7352.2144021163,6703.58198877304,5342.03594660588,4218.82648089931,3675.94870158539
"WBGene00017719",1057.32590118813,-0.846106078294694,0.142747553732595,-5.92618302567349,3.10057001507888e-09,1.82881954722736e-06,"Sig","ldp-1",1395.95092103167,1409.97331362551,1358.46207348938,975.666680029592,638.45501573817,565.447403214458
"WBGene00003704",113.746619764114,-1.16456882277425,0.197211052451249,-5.88696128610767,3.93360808770761e-09,2.19805879301009e-06,"Sig","nhr-114",149.459413386688,179.933832910369,170.572659002326,71.7401970609994,56.71554708334,54.0580691409615
"WBGene00001169",1702.47049906089,-0.579386828847877,0.0993856337472619,-5.82967374492809,5.55358471111246e-09,2.94812044389405e-06,"Sig","eef-1A.2",2074.49665780723,2013.19411412011,2072.87850177715,1429.58647234282,1165.09938151204,1459.56786680596
"WBGene00017678",60.0475301528574,1.4326470726575,0.244699488270326,5.79812785559753,6.70593189050775e-09,3.23622176734186e-06,"Sig","asp-12",5.97837653546753,26.5476146916938,21.41719485231,65.8705445741904,108.569761559537,131.901688703946
"WBGene00012139",132.800846922328,1.2807569149265,0.219601350984015,5.80173380625531,6.56326980617087e-09,3.23622176734186e-06,"Sig","T28F4.4",56.7945770869415,53.0952293833875,71.1356829023155,116.740866126535,234.154187244075,264.884538790711
"WBGene00012664",2149.55113763572,0.787369531650309,0.136032633016378,5.7872165375267,7.15623052337944e-09,3.30337823768346e-06,"Sig","Y39B6A.1",1618.64544697783,1327.38073458469,1638.41540620172,1976.76852083536,3099.09953705393,3236.99718016078
"WBGene00000751",2653.77729072754,-0.589838094228657,0.1034453483067,-5.70188309648,1.18491082740186e-08,5.24174927271895e-06,"Sig","col-178",3241.77467635727,3439.39097005721,2964.75168741263,2441.77543451256,1910.50371460737,1924.46726141823
"WBGene00000693",5938.33588463389,-0.582107279102653,0.103182539363166,-5.64147585750961,1.68598683783244e-08,7.16004890290681e-06,"Sig","col-119",7402.72474504266,7173.75543668881,6951.40952920691,5671.38866947683,4248.80469864336,4181.93222874478
"WBGene00010681",1059.01713265338,0.822302145823158,0.147403874238247,5.57725518662518,2.44343299496031e-08,9.97766465672829e-06,"Sig","mak-1",754.770037602775,738.90860891881,711.356829023155,1005.01494246364,1306.0780271192,1837.97435079269
"WBGene00009957",83.2775653253131,1.36748437052699,0.247437048590222,5.56891715008987,2.56327323299798e-08,1.00793599684221e-05,"Sig","F53B2.8",26.9026944096039,26.5476146916938,21.41719485231,44.3484854558905,149.080866619065,231.368535923315
"WBGene00000680",2015.20804933661,-0.660466640959293,0.119298267797621,-5.5360874481068,3.09303178334417e-08,1.17281137299161e-05,"Sig","col-106",2525.86408623503,2696.05775868979,2274.81205324179,1890.02810075251,1398.44334665493,1306.04295044563
"WBGene00019466",890.732323097435,0.781004983155197,0.141549425092918,5.51549656209812,3.47796543649723e-08,1.2732951392859e-05,"Sig","tos-1",605.310624216087,622.394077771932,670.052238950842,832.838469517239,1236.39892641681,1377.3996017117
"WBGene00016658",153.116095561347,-1.11050341142242,0.20490585808692,-5.41267652116393,6.20895962520453e-08,2.19735081135988e-05,"Sig","C45B2.1",242.124249686435,271.375616848425,157.569362127709,101.74064310469,87.5039869285817,58.3827146722385
"WBGene00017563",248.464364598413,1.03533068841747,0.194011420956937,5.32765576440357,9.94884494521015e-08,3.40731892849342e-05,"Sig","F18C5.10",155.437789922156,132.738073458469,146.860764701555,216.524958402289,371.081722345282,468.142878760727
"WBGene00009221",433.075305614629,1.16614302928391,0.243424441589715,5.29822834563034,1.16931679371908e-07,3.87957387466107e-05,"Sig","acs-2",104.621589370682,64.8941692463626,64.2515845569301,304.569745704425,722.71811426199,1337.39663054739
"WBGene00045305",78.7031843956155,-1.16580259322574,0.220672108853871,-5.26927876782663,1.36960830342916e-07,4.40640344166891e-05,"Sig","ZC250.4",155.437789922156,97.3412538695438,102.496575364627,39.131016578727,38.8906608571474,38.9218097814923
"WBGene00019322",4516.99470227542,-0.449584053001723,0.0861383137758357,-5.21932444971926,1.79576936563462e-07,5.60755392792435e-05,"Sig","ahcy-1",5240.04703333729,5341.97002296194,5132.47776639287,4228.10634133145,3479.09370251231,3680.27334711666
"WBGene00022072",170.409829976724,-0.92569092856422,0.177835551772413,-5.19940062656235,1.9993218126904e-07,5.92457587093165e-05,"Sig","cpg-9",239.135061418701,233.029062293756,224.880545949255,133.045456367672,97.2266521428686,95.1422016880923
"WBGene00016943",1440.3920748993,-0.512295390501096,0.0985481753312146,-5.19851230481267,2.00889828909805e-07,5.92457587093165e-05,"Sig","acdh-1",1699.35353020664,1852.43355848708,1564.98502385094,1191.53945482224,1245.31136952991,1088.72951249897
"WBGene00011733",227.185843757863,1.10123531986062,0.212740286856657,5.17222237263232,2.31326051786237e-07,6.63780727517427e-05,"Sig","T12D8.5",168.889137126958,88.4920489723126,107.850874077704,195.655082893635,329.760395184563,472.467524292004
"WBGene00000696",5047.04672700823,-0.590435730087422,0.11439386855917,-5.16134606164807,2.45180459105378e-07,6.85021298505736e-05,"Sig","col-122",5837.88468688404,6572.00950367708,5966.9834658168,4933.76900696782,3668.68567419091,3302.94802451275
"WBGene00000754",3807.52031558226,-0.585218708735257,0.113620295774388,-5.15056745433722,2.59699506011703e-07,7.06981962904168e-05,"Sig","col-181",4737.86340435802,4704.82727036128,4399.7037425174,3739.62081770701,2683.45559914317,2579.65105940668
"WBGene00001303",796.26880876938,-0.616884050114443,0.120057282661476,-5.13805492917677,2.77596748469837e-07,7.23610982948736e-05,"Sig","emo-1",1013.33482276175,1033.88210549319,881.929488025481,683.488422908431,641.695904142932,523.282109284508
"WBGene00000608",2886.24304994273,-0.519707914397812,0.101300481579937,-5.13030324718005,2.89275780435416e-07,7.23610982948736e-05,"Sig","col-19",3258.2152118298,3693.06817711118,3322.72480137267,2731.34495719514,2158.43167757168,2153.67347457591
"WBGene00017781",32.6532213521752,1.23880857758936,0.246395575551397,5.12784968415543,2.93070286020492e-07,7.23610982948736e-05,"Sig","F25E2.3",5.97837653546753,2.94973496574375,7.64899816153929,16.9567738507817,73.730211208342,88.6552333911769
"WBGene00015514",879.752050675267,-0.613036396225986,0.119492471124108,-5.1300920432896,2.89600538109212e-07,7.23610982948736e-05,"Sig","nlp-77",1155.3212654791,1035.35697297606,1038.73395033704,802.185839863903,593.892800172689,653.021475222815
"WBGene00009429",71.9003441888887,1.16706382007298,0.22734466244021,5.10589529703278,3.29231960024065e-07,7.94421754448978e-05,"Sig","irg-5",41.8486357482727,38.3465545546688,24.4767941169257,96.5231742275265,100.467540547631,129.739365938308
"WBGene00000712",1775.42949528638,-0.651149687187608,0.127890952444906,-5.09113916684803,3.55918667178835e-07,8.39730775430599e-05,"Sig","col-139",1957.91831536561,2476.30250374188,2164.66647971562,1698.28611951675,1233.15803801205,1122.24551536636
"WBGene00009142",384.73978582189,0.856240026954463,0.168505581137623,5.0767876423264,3.83869490380899e-07,8.85987473776958e-05,"Sig","F26A3.4",258.56478515897,243.35313467386,270.009635102337,369.78810666897,487.753704916724,678.969348410477
"WBGene00020139",230.802343776088,-0.806620187320611,0.159846108549767,-5.04365692762306,4.56717866683145e-07,0.000103169650863297,"Sig","eppl-1",289.951261970175,317.096508817453,298.310928300033,185.220145139308,138.547979303588,155.687239125969
"WBGene00003786",3039.04793106307,0.562260581757788,0.111615545643509,5.03709544801327,4.72649124112994e-07,0.000104544078139743,"Sig","npa-1",2383.87764351768,2213.77609179069,2662.61626003183,3066.5673325529,3579.56124305994,4327.88901542538
"WBGene00002273",585.480870227227,-0.570765271169897,0.113925028850854,-5.01014035903488,5.43903519285157e-07,0.000117849462535725,"Sig","lec-10",720.394372523837,719.735331641476,679.23103674469,472.180933383305,432.658602035765,488.684945034292
"WBGene00009724",410.196071348982,1.19319060714769,0.240358847550809,4.99270745212592,5.95387069783313e-07,0.000126424490397789,"Sig","F45D3.4",176.362107796292,187.308170324728,157.569362127709,360.657536133933,708.94433854175,870.334913169481
"WBGene00022856",633.126560659851,-0.783798716275093,0.157127432393556,-4.98709214649949,6.1294835222692e-07,0.000127601424619475,"Sig","cth-2",883.305133115327,805.277645648044,777.903113028546,613.052593066722,364.599945535757,354.620933564708
"WBGene00077764",73.7162566594175,1.19278226455788,0.23938228162711,4.97122133810712,6.65324402378235e-07,0.000135841330385572,"Sig","F59C6.16",50.816200551474,17.6984097944625,26.0065937492336,74.3489314995812,132.876424595254,140.5509797665
"WBGene00001564",5024.90604334742,1.18795320794765,0.249267492912024,4.9661415530995,6.82981113755673e-07,0.000136815292164981,"Sig","icl-1",1454.24009225248,1362.77755417361,1412.00506062015,3487.22576077422,9236.53195357251,13196.6558386915
